-2.862025797367095947e-01,-5.241820812225341797e-01,-1.800491809844970703e-01,-8.201705664396286011e-02,0.000000000000000000e+00,8.709113001823425293e-01,-1.100744009017944336e+00,5.240336060523986816e-01,-1.145498156547546387e-01,-5.130870342254638672e-01,-9.838416576385498047e-01,4.700497984886169434e-01,6.713516712188720703e-01,5.335907936096191406e-01,0.000000000000000000e+00,-7.818050384521484375e-01,-3.277762830257415771e-01,-9.370638728141784668e-01,-7.493055462837219238e-01,-4.768308997154235840e-02,1.916332840919494629e-01,4.737776815891265869e-01,-4.437243938446044922e-01,-3.576498925685882568e-01,1.083180904388427734e+00,-3.196556270122528076e-01,9.724183380603790283e-02,1.057105541229248047e+00,-2.253696024417877197e-01,-2.158286124467849731e-01,0.000000000000000000e+00
-5.153433084487915039e-01,-1.171155720949172974e-01,-9.837730526924133301e-01,5.137919187545776367e-01,1.632947474718093872e-01,-3.478030562400817871e-01,9.939158558845520020e-01,0.000000000000000000e+00,-5.871980786323547363e-01,-7.735041379928588867e-01,9.866929054260253906e-01,5.218170881271362305e-01,-5.815117955207824707e-01,-4.120041728019714355e-01,2.074598073959350586e-01,-6.557652950286865234e-01,1.142002820968627930e+00,-4.049640893936157227e-01,-4.186663627624511719e-01,-1.606839597225189209e-01,7.668141722679138184e-01,1.207121253013610840e+00,-4.323826134204864502e-01,-1.092967465519905090e-01,-1.444974839687347412e-01,1.088067531585693359e+00,-9.994447827339172363e-01,1.169300079345703125e+00,6.443093419075012207e-01,-4.683893918991088867e-01,1.000000000000000000e+00
2.516333572566509247e-02,0.000000000000000000e+00,1.101591825485229492e+00,-5.990691184997558594e-01,-9.278901815414428711e-01,4.337145388126373291e-02,-3.710840940475463867e-01,-4.211939275264739990e-01,-2.843923270702362061e-01,-1.584606766700744629e-01,-7.188386749476194382e-03,8.569136857986450195e-01,-4.707188010215759277e-01,-3.957399129867553711e-01,0.000000000000000000e+00,3.919455781579017639e-02,-1.563998013734817505e-01,-3.692553937435150146e-01,-1.009892150759696960e-01,6.947667598724365234e-01,-5.163604021072387695e-01,9.333928227424621582e-01,-3.434724807739257812e-01,-4.087967872619628906e-01,7.916504144668579102e-01,-2.619541585445404053e-01,-2.700385153293609619e-01,-7.455620169639587402e-01,-1.249496191740036011e-01,8.280106186866760254e-01,0.000000000000000000e+00
1.382094860076904297e+00,9.895176291465759277e-01,1.098686695098876953e+00,5.706324577331542969e-01,-1.444685697555541992e+00,0.000000000000000000e+00,4.937346279621124268e-01,-3.252246379852294922e-01,2.235333174467086792e-01,0.000000000000000000e+00,5.984854698181152344e-02,-7.267545461654663086e-01,-8.634966611862182617e-01,1.636198312044143677e-01,-4.155864119529724121e-01,7.500972747802734375e-01,-9.152934551239013672e-01,5.936386585235595703e-01,0.000000000000000000e+00,-4.740606248378753662e-01,-7.763897180557250977e-01,-2.473829090595245361e-01,-1.550783395767211914e+00,2.819683551788330078e-01,-5.436700582504272461e-01,0.000000000000000000e+00,-5.845832824707031250e-01,-9.883227199316024780e-02,4.988000392913818359e-01,-8.766921162605285645e-01,1.000000000000000000e+00
-1.082495450973510742e+00,-6.752880811691284180e-01,1.874026358127593994e-01,3.618327975273132324e-01,7.387347817420959473e-01,1.143838405609130859e+00,1.716250330209732056e-01,-4.477933645248413086e-01,-5.199341103434562683e-02,9.752672314643859863e-01,3.407673239707946777e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.613548547029495239e-01,5.284850597381591797e-01,3.354055583477020264e-01,-5.377761721611022949e-01,1.476978808641433716e-01,9.587132334709167480e-01,-5.512796044349670410e-01,-8.270019292831420898e-02,-1.030080676078796387e+00,-1.756571531295776367e-01,6.903614401817321777e-01,0.000000000000000000e+00,8.465028405189514160e-01,1.239183917641639709e-01,0.000000000000000000e+00,9.125852584838867188e-02,-6.104180216789245605e-01,1.000000000000000000e+00
5.587080717086791992e-01,-7.859361767768859863e-01,7.453160881996154785e-01,-7.825189828872680664e-02,0.000000000000000000e+00,-1.238537907600402832e+00,6.018171831965446472e-02,-1.771886050701141357e-01,-7.417237162590026855e-01,-7.527350187301635742e-01,-3.747504353523254395e-01,2.284835278987884521e-01,-9.348532557487487793e-01,2.930122315883636475e-01,-1.543871611356735229e-01,-5.211537480354309082e-01,1.168709874153137207e+00,-5.864238142967224121e-01,-5.964958667755126953e-01,-2.288844995200634003e-02,6.623553484678268433e-02,2.166559547185897827e-01,-1.255587577819824219e+00,3.228272795677185059e-01,0.000000000000000000e+00,5.040503293275833130e-02,-1.893453896045684814e-01,-1.272667646408081055e-01,3.470055758953094482e-01,-9.464789927005767822e-02,1.000000000000000000e+00
-1.344825923442840576e-01,-4.862303435802459717e-01,2.841866910457611084e-01,-1.556534618139266968e-01,7.122378945350646973e-01,-5.641036033630371094e-01,-5.803840160369873047e-01,-5.420792698860168457e-01,1.872224211692810059e-01,2.946208715438842773e-01,-5.572616457939147949e-01,2.408459186553955078e-01,-1.672174930572509766e-01,-3.270576894283294678e-01,-5.391260981559753418e-01,1.744750589132308960e-01,1.396300315856933594e+00,1.998854242265224457e-02,-2.492057681083679199e-01,8.220328092575073242e-01,7.025690078735351562e-01,6.008251309394836426e-01,-1.300540685653686523e+00,1.261497020721435547e+00,0.000000000000000000e+00,-5.937682986259460449e-01,4.919879436492919922e-01,2.415380626916885376e-02,1.234539985656738281e+00,0.000000000000000000e+00,1.000000000000000000e+00
-9.172458648681640625e-01,0.000000000000000000e+00,-3.996859788894653320e-01,8.592427372932434082e-01,-4.755631685256958008e-01,1.553280949592590332e-01,-5.820906162261962891e-01,5.946733355522155762e-01,-8.563539981842041016e-01,-3.775315880775451660e-01,3.386824131011962891e-01,8.389944434165954590e-01,-6.521034836769104004e-01,0.000000000000000000e+00,2.955804467201232910e-01,-7.412103414535522461e-01,9.968646764755249023e-01,1.779589354991912842e-01,-4.680353701114654541e-01,7.487631440162658691e-01,1.127853155136108398e+00,5.490890741348266602e-01,-1.256638169288635254e+00,2.226594462990760803e-02,8.517320752143859863e-01,5.464218258857727051e-01,2.108053117990493774e-01,6.471230387687683105e-01,8.258415460586547852e-01,-6.182121634483337402e-01,1.000000000000000000e+00
-5.510478466749191284e-02,2.545627057552337646e-01,-2.299484424293041229e-02,2.697585821151733398e-01,-6.252079010009765625e-01,0.000000000000000000e+00,6.986374258995056152e-01,5.361831188201904297e-01,3.646977543830871582e-01,6.355994343757629395e-01,-6.034447550773620605e-01,-5.357031226158142090e-01,-1.926018595695495605e-01,-9.271664619445800781e-01,6.171832084655761719e-01,-3.520667552947998047e-02,0.000000000000000000e+00,3.563540875911712646e-01,1.655135154724121094e+00,4.687315821647644043e-01,5.724266171455383301e-01,-4.514865279197692871e-01,0.000000000000000000e+00,-8.362906426191329956e-02,0.000000000000000000e+00,-1.062973976135253906e+00,7.070533037185668945e-01,-1.450648188591003418e+00,4.736950695514678955e-01,-5.074536800384521484e-01,1.000000000000000000e+00
-9.557306170463562012e-01,3.109913785010576248e-03,-4.543085992336273193e-01,0.000000000000000000e+00,-4.739570915699005127e-01,7.703946828842163086e-01,8.933210968971252441e-01,-8.718504905700683594e-01,0.000000000000000000e+00,-5.736951231956481934e-01,-9.967426955699920654e-02,5.670763850212097168e-01,-4.768246710300445557e-01,-4.297539889812469482e-01,-1.331718325614929199e+00,-3.879331648349761963e-01,5.317231416702270508e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.793433845043182373e-01,3.365804255008697510e-01,4.786122143268585205e-01,-2.655561566352844238e-01,0.000000000000000000e+00,-7.954994589090347290e-02,-4.623614549636840820e-01,-3.027903139591217041e-01,9.447250962257385254e-01,1.637009233236312866e-01,-1.567277759313583374e-01,1.000000000000000000e+00
